Type,id
ApplicationFunction,Dayend
BusinessActor,DCM (Dealer Credit Manager) - China
BusinessEvent,DD Authorization Is Done
BusinessEvent,DD Is Selected With ABC Card
ApplicationComponent,DD-Authorization
BusinessObject,Deal (Sales)
Assessment,Deal Conditions Rules
BusinessObject,Dealer
BusinessRole,Dealer
BusinessActor,Dealer - Australia
BusinessObject,Dealer (Sales / Collection)
ApplicationFunction,Dealer bill auto mail
BusinessObject,Dealer Credit Limit
ApplicationComponent,Dealer Directory data provider
Capability,Dealer Engagement
ApplicationService,Dealer front-end
ApplicationFunction,Dealer Group
BusinessObject,Dealer Loan Contract
BusinessObject,Dealer Loan Customer
BusinessObject,Dealer Loan Disbursement
BusinessObject,Dealer Loan Overdue
BusinessObject,Dealer Loan Recovery
BusinessObject,Dealer Loan Repayment
BusinessObject,Dealer Loan Write-Off
ApplicationComponent,Dealer Mangement System (DMS)
ApplicationService,Dealer mastering
ApplicationComponent,Dealer Module
BusinessProcess,Dealer Onboarding
BusinessObject,Dealer Payment Plan
ApplicationComponent,Dealer Portal
ApplicationInterface,Dealer Portal
ApplicationService,Dealer provisioning
ApplicationComponent,Dealer quotation back-end
ApplicationComponent,Dealer quotation front-end
ApplicationService,Dealer Rabating
Constraint,Dealer Relationship / Brand Perception
BusinessActor,Dealer Sales Representative
ApplicationService,Dealer SAML SSO authentication
ApplicationComponent,Dealer Truck Portal
BusinessActor,Dealer User - China
Product,Dealer Valua-Added Services (China)
DataObject,DEALER_BANK_INFORMATION@Quarterly
DataObject,Dealer_Cure_Amount_Report
DataObject,Dealer_Cure_Rental_Report
DataObject,Dealer_Information@Quarterly
DataObject,DEALERCREDITLIMITINFOTEMPLATE_MANUAL&TOOL@Quarterly
DataObject,DealerGoLiveDate@FirstTime-Or-Quarterly
BusinessActor,Debt Recovery Manager - China
BusinessProcess,Decision based on Limit / Exposure
BusinessFunction,Decision Escalation - NA
BusinessRole,Decision Maker
BusinessFunction,Decision Rules - NA
ApplicationFunction,Decisioning Layer
BusinessProcess,De-Dupe - India
ApplicationService,Default pricing configuration
ApplicationFunction,Deferred Revenue
BusinessProcess,Define Compliance Required AML Interval and Scope
BusinessProcess,Define Payment Allocations - US/CA
ApplicationFunction,Delegated Authentication
Product,DELUXE - Australia
BusinessService,DEP AppStore
BusinessService,DEP Channels
BusinessService,DEP Channels - Customer
BusinessService,DEP Channels - Dealer
BusinessService,DEP Channels - Employee
BusinessService,DEP Channels - Partners
BusinessService,DEP Channels - TD/BA
BusinessService,DEP EaaS
BusinessService,DEP Insurance
BusinessService,DEP Lease Loan WHS
BusinessService,DEP Others
BusinessService,DEP P&S
BusinessService,DEP Products
BusinessService,DEP PSF
BusinessService,DEP VolvoPay
BusinessActor,Department Head - China
BusinessActor,Department Head - India
BusinessProcess,Deploy
ValueStream,Design and Sell Eaas Product
Device,DESKTOP-K2DS46M
ApplicationService,Destination Bank
BusinessActor,Destination Bank - India
Goal,Details of deal to be available to all deviation approving authorities
Goal,Determine Probability of Default
WorkPackage,Develop API in LOS (Ebix)
WorkPackage,Develop Credit Portal (Systematix)
WorkPackage,Develop Manual Spreadsheet Based Tool
WorkPackage,Develop Service Call from Portal (Systematix)
ApplicationFunction,Development Management
Value,Differentiation
ApplicationFunction,Digital Advertising
Constraint,Digital Archive
Product,Digital Business Engine Platform (application component)
BusinessService,Digital Engagement Platform (DEP)
Product,Digital Experience Platform
ApplicationComponent,Digital Signature & e-Stamping (to-be)
ApplicationFunction,Dimentions
BusinessProcess,Direct Debit
BusinessProcess,Direct Debit &Bank related process
ApplicationFunction,Disaster Recovery
Constraint,Disaster Recovery Management Specification for Banking Information System
DataObject,Disbursement_Final_Report
DataObject,Disbursement_Summary_Report
ValueStream,Discover Protection Solutions
BusinessProcess,Dispute Management
BusinessProcess,Distribute Payment Statement
Assessment,Distribution Channel Rules
Value,Diversification
Device,DLPAP01P
ApplicationFunction,Doc Collaboration
BusinessProcess,Document Archiving - China
ApplicationComponent,Document archiving solution
BusinessProcess,Document Collection - KR
ApplicationFunction,Document Generation
BusinessProcess,Document Generation - China
BusinessFunction,Document Generation - NA
Grouping,Document generation and storage systems
ApplicationComponent,Document Management
ApplicationFunction,Document Management
Constraint,Document Management System
BusinessService,Document Mgmt Service
DataObject,Documents
DataObject,Documents for widgets
ApplicationService,Documents lookup
BusinessObject,Domain - Asset
BusinessObject,Domain - Contract
BusinessObject,Domain - Customer Foundation
BusinessObject,Domain - Dealer
BusinessObject,Domain - Finance/Accounting
BusinessObject,Domain - Marketing
BusinessObject,Domain - Originations
BusinessObject,Domain - Risk
Constraint,Done manually aa of now through valuation agencies
BusinessProcess,Double Review
ApplicationService,DowJones Name List Screening
ApplicationFunction,Dreamforce Annual Salesforce Event
ApplicationFunction,Drip Marketing
Product,Driveline
Product,Driveline Check
Product,Driveline Repairs
Product,Driver Support
Product,Driver Times
Driver,"DRIVER: Business need an end to end solution to handle service contract, claims management, dealer payments in addition to bill and collect function, for the whole service contract offering."
ApplicationComponent,DRIVESAM
Device,DRMAP01P
BusinessEvent,Due date(T+x days)
Product,DynaFleet
Product,DynaFleet Services
ApplicationService,E - Extract
DataObject,EaaS Email Address
CourseOfAction,EaaS Offering
Product,Early Payout
BusinessObject,Early Termination
BusinessProcess,Early Termination (ET) - China
Deliverable,East Bug Fix
DataObject,EAST_CONTRACT_REPORT@Quarterly
DataObject,EAST_RECEIPTS_REPORT@Quarterly
Principle,Easy to Consume
Grouping,Ebix Indus System
CommunicationNetwork,EBN (DMZ) (China TSN)
CommunicationNetwork,EBN (GOT)
CommunicationNetwork,EBN network
Device,EBN VM
Device,ECMAP01P
ApplicationFunction,eCommerce
Capability,Economic Level Risk
ApplicationComponent,E-Contracts
Product,Effective System Support (PM)
Value,Effort
BusinessRole,Eicher Truck
DataObject,Einvoice_Reconcile_Report
Product,Electrical Repairs
Product,Electronic Check
ApplicationFunction,Email
ApplicationInterface,Email Integration
ApplicationFunction,Email Marketing
ApplicationFunction,Email Notification
ApplicationService,Emailing files
BusinessEvent,eMandate Cancellation Completed
BusinessEvent,eMandate Completed
BusinessEvent,eMandate is triggered after contract is activated
BusinessProcess,EMEA AML Main Process - Europe
BusinessObject,Employee
BusinessRole,Employee
BusinessActor,Employee - MEX
DataObject,Employee Info@Quarterly
Value,Employee Loyalty
BusinessRole,Employer
BusinessActor,EMT - India
BusinessEvent,End
BusinessProcess,End call
ValueStream,End of Term & Repurchase
DataObject,"End of term customers, customers that signed contract"
Constraint,End of Term Customers: Automated Follow-Up
BusinessActor,End User - China
Device,End User PC
Value,Engagement
Product,Engine Reparis
BusinessProcess,Enhance App with Data - A
BusinessProcess,Enhance Request with Data - A
Capability,Enterprise Enabling
Grouping,Enterprise Enabling
Capability,Enterprise Management and Controlling
Grouping,Enterprise Management and Controlling
ApplicationFunction,Enterprise Resource Planning
Constraint,Entirely manual process
Value,Environmental Care
Device,EOWYN_A4.rds.volvo.com:[port]
BusinessFunction,Equity Contribution
BusinessProcess,Escalate the Management Review and Approval
BusinessProcess,Escalated Review - A
BusinessProcess,Escalation Decision - A
BusinessService,E-Sign Service
BusinessService,E-Sign Service - China
ApplicationService,E-Signature Cloud Platform
DataObject,E-Signing Location
ApplicationComponent,e-signing solution
BusinessProcess,Establishing treasury function
ApplicationComponent,E-Stub
BusinessProcess,ET Contract Closing
BusinessProcess,ET Payment Booking
BusinessProcess,ET Quotation - China
BusinessProcess,ET Trial Calculation
ApplicationFunction,ETL Logical Institute Mapping
Location,"Europe Central East & East, Turkey and South Korea"
ApplicationComponent,Europe CMS Systems
Location,Europe North & Central
Location,Europe South & West
BusinessProcess,Evaluate Contract and Assign to Funding Specialist - US/CA
BusinessProcess,Evaluate Decision Rules - A
ApplicationInterface,Evaluate Transaction
Capability,Event Association Management
Capability,Event Establishment
Capability,Event Management
Capability,Event Market Targeting
Capability,Event Performance Management
Capability,Event to Brand Association
Capability,Event to Business Direction Association
Capability,Event to Information Association
Capability,Event to Risk Association
ApplicationComponent,EventLog Analyzer
Representation,"Excel (Tax - CAN,  MEX)"
Representation,Excel file: Customer Info with Pre-Approval Info
BusinessProcess,Excluding Suspecious Transaction
BusinessProcess,Execute Contract Restructure
BusinessProcess,Execute Lump Sum Pay in Wholesale System - China
ApplicationFunction,Existing Customer Backtrack Pre-Alerting
DataObject,Existing service cases
Value,Expansion
Goal,"Expectation is to automatically consume the data from such reliable data source, and eliminate any manual errors"
Goal,Expectation is to have API integrations with 3rd party such as Government websites
ApplicationFunction,Expense
BusinessProcess,Expense Review
BusinessProcess,Export bank balance from E-banking
BusinessProcess,Export Data (With Standard Format)
BusinessObject,Exposure (Credit)
Product,Express Credit Qeury
CommunicationNetwork,Extended Business Network (EBN)
Product,Extended Warranty
Product,Extended Warranty Financing
Product,External Checks
DataObject,External Data
ApplicationFunction,External Files
ApplicationService,External Fincura OCR Service
ApplicationComponent,External Information Services
BusinessActor,External Inventory Auditor - Australia
CommunicationNetwork,External PBOC Site Network
ApplicationService,External Sanction List
Grouping,External Services
ApplicationService,External UBO Register - Poland
Grouping,External UBO Register - Spain
ApplicationService,External UBO Register - Spain 1
ApplicationService,External UBO Register - Spain 2
ApplicationService,External UBO Register - Sweden
ApplicationService,External UBO Register (Credit Bureau uses)
ApplicationService,External UBO Register (VFS appointed)
ApplicationService,External UBO Registers
Device,External User (Browser)
ApplicationFunction,Extraction
CommunicationNetwork,F5 153.112.173.71
CommunicationNetwork,F5 153.112.22.183
CommunicationNetwork,F5 153.112.22.185
Capability,Facility and Equipment Management
Product,Factoring
ApplicationFunction,Fast Table DetectionInitial pass at identifying tables in document
Product,FATOS Navigation
Device,FAXAP01P
BusinessActor,FCO Manager - China
ApplicationFunction,Federated Authentication
Product,Field Collection
BusinessProcess,Field Collection - China
BusinessActor,Field Collection Manager - China
BusinessActor,Field Collection Office (FCO) - China
BusinessRole,Field Collector - AFC
BusinessRole,Field Collector - FLC
BusinessProcess,Field Investigatin (FI) - India
ApplicationFunction,Field Service
BusinessProcess,Field Service Management
Constraint,Field visits should be completely in sync with Collection Managers calendar and field reports updation facility should be given same time or by the end of the day. Also the field report should be easy to update with sufficient case studies (avoiding bulk data to be entered)
ApplicationFunction,File & Record Storage
BusinessProcess,File login with KYC
ApplicationComponent,File provisioning solution
Node,File Share (SMB)
BusinessProcess,Fill in Auth Code and Confirm
BusinessProcess,Fill in Bank No.  Phone No.
BusinessProcess,Fill in reimbursement document
BusinessProcess,Fill in SMS Verification Code
BusinessProcess,"FillI in Customer Info (name,ID,phone)"
BusinessProcess,Fills Mandate Form Mannually
ApplicationFunction,Finance
BusinessActor,Finance - Australia
BusinessActor,Finance - India
BusinessActor,Finance - Turkey
BusinessActor,Finance - ZA
BusinessActor,Finance & Accounting
BusinessActor,Finance & Accounting - Australia
BusinessActor,Finance & Accounting - China
ApplicationFunction,Finance Apps
BusinessActor,Finance Controller
BusinessActor,Finance Head - India
Product,Finance Lease
Product,Finance Lease - Australia
Capability,Finance Management
BusinessActor,Finance Manager
BusinessActor,Finance Manager - China
BusinessService,Finance Platform
BusinessObject,Financial Account
DataObject,Financial Agreement
ApplicationFunction,Financial Analysis
BusinessActor,Financial Analyst - China
ApplicationFunction,Financial Covenants
BusinessObject,Financial Institution Branch
Constraint,Financial Institutions Anti-Money Laundering Regulations
